TIME,GEO,SEX,UNIT,AGE,C_BIRTH,Value,Flag and Footnotes
2007,Slovakia,Females,Percentage,From 15 to 19 years,Total,49.8,
2007,Slovakia,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2007,Slovakia,Females,Percentage,From 15 to 24 years,Reporting country,20.2,
2007,Slovakia,Females,Percentage,From 15 to 24 years,Total,20.2,
2007,Slovakia,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,
2007,Slovakia,Females,Percentage,From 15 to 29 years,Reporting country,16.9,
2007,Slovakia,Females,Percentage,From 15 to 29 years,Total,16.8,
2007,Slovakia,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2007,Slovakia,Females,Percentage,From 20 to 24 years,Reporting country,16.4,
2007,Slovakia,Females,Percentage,From 20 to 24 years,Total,16.4,
2007,Slovakia,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,
2007,Slovakia,Females,Percentage,From 20 to 29 years,Reporting country,15.1,
2007,Slovakia,Females,Percentage,From 20 to 29 years,Total,15.1,
2007,Slovakia,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2007,Slovakia,Females,Percentage,From 25 to 29 years,Reporting country,14.2,
2007,Slovakia,Females,Percentage,From 25 to 29 years,Total,14.1,
2007,Finland,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Finland,Total,Percentage,From 15 to 19 years,Reporting country,25.2,
2007,Finland,Total,Percentage,From 15 to 19 years,Total,25.7,
2007,Finland,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Finland,Total,Percentage,From 15 to 24 years,Reporting country,16.1,
2007,Finland,Total,Percentage,From 15 to 24 years,Total,16.5,
2007,Finland,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Total,Percentage,From 15 to 29 years,Reporting country,11.9,
2007,Finland,Total,Percentage,From 15 to 29 years,Total,12.2,
2007,Finland,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Finland,Total,Percentage,From 20 to 24 years,Reporting country,11.9,
2007,Finland,Total,Percentage,From 20 to 24 years,Total,12.3,
2007,Finland,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Total,Percentage,From 20 to 29 years,Reporting country,9.1,
2007,Finland,Total,Percentage,From 20 to 29 years,Total,9.4,
2007,Finland,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Total,Percentage,From 25 to 29 years,Reporting country,6.7,
2007,Finland,Total,Percentage,From 25 to 29 years,Total,7,
2007,Finland,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Finland,Males,Percentage,From 15 to 19 years,Reporting country,26.8,
2007,Finland,Males,Percentage,From 15 to 19 years,Total,27.4,
2007,Finland,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Finland,Males,Percentage,From 15 to 24 years,Reporting country,16.1,
2007,Finland,Males,Percentage,From 15 to 24 years,Total,16.4,
2007,Finland,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Males,Percentage,From 15 to 29 years,Reporting country,11.5,
2007,Finland,Males,Percentage,From 15 to 29 years,Total,11.8,
2007,Finland,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Finland,Males,Percentage,From 20 to 24 years,Reporting country,11.6,
2007,Finland,Males,Percentage,From 20 to 24 years,Total,11.9,
2007,Finland,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Males,Percentage,From 20 to 29 years,Reporting country,8.7,
2007,Finland,Males,Percentage,From 20 to 29 years,Total,8.9,
2007,Finland,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Males,Percentage,From 25 to 29 years,Reporting country,6.4,
2007,Finland,Males,Percentage,From 25 to 29 years,Total,6.7,
2007,Finland,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Finland,Females,Percentage,From 15 to 19 years,Reporting country,23.7,
2007,Finland,Females,Percentage,From 15 to 19 years,Total,24.2,
2007,Finland,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Finland,Females,Percentage,From 15 to 24 years,Reporting country,16.1,
2007,Finland,Females,Percentage,From 15 to 24 years,Total,16.6,
2007,Finland,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Females,Percentage,From 15 to 29 years,Reporting country,12.4,
2007,Finland,Females,Percentage,From 15 to 29 years,Total,12.7,
2007,Finland,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Finland,Females,Percentage,From 20 to 24 years,Reporting country,12.2,
2007,Finland,Females,Percentage,From 20 to 24 years,Total,12.7,
2007,Finland,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Females,Percentage,From 20 to 29 years,Reporting country,9.6,
2007,Finland,Females,Percentage,From 20 to 29 years,Total,10,
2007,Finland,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Finland,Females,Percentage,From 25 to 29 years,Reporting country,7.1,
2007,Finland,Females,Percentage,From 25 to 29 years,Total,7.4,
2007,Sweden,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Sweden,Total,Percentage,From 15 to 19 years,Reporting country,28.7,
2007,Sweden,Total,Percentage,From 15 to 19 years,Total,29.7,
2007,Sweden,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Sweden,Total,Percentage,From 15 to 24 years,Reporting country,18.2,
2007,Sweden,Total,Percentage,From 15 to 24 years,Total,19.3,
2007,Sweden,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Total,Percentage,From 15 to 29 years,Reporting country,13,
2007,Sweden,Total,Percentage,From 15 to 29 years,Total,13.9,
2007,Sweden,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Sweden,Total,Percentage,From 20 to 24 years,Reporting country,12.3,
2007,Sweden,Total,Percentage,From 20 to 24 years,Total,13.7,
2007,Sweden,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Total,Percentage,From 20 to 29 years,Reporting country,8.9,
2007,Sweden,Total,Percentage,From 20 to 29 years,Total,10.1,
2007,Sweden,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Total,Percentage,From 25 to 29 years,Reporting country,6,
2007,Sweden,Total,Percentage,From 25 to 29 years,Total,7,
2007,Sweden,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Sweden,Males,Percentage,From 15 to 19 years,Reporting country,29.4,
2007,Sweden,Males,Percentage,From 15 to 19 years,Total,30.3,
2007,Sweden,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Sweden,Males,Percentage,From 15 to 24 years,Reporting country,17.7,
2007,Sweden,Males,Percentage,From 15 to 24 years,Total,18.8,
2007,Sweden,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Males,Percentage,From 15 to 29 years,Reporting country,12.4,
2007,Sweden,Males,Percentage,From 15 to 29 years,Total,13.2,
2007,Sweden,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Sweden,Males,Percentage,From 20 to 24 years,Reporting country,11.9,
2007,Sweden,Males,Percentage,From 20 to 24 years,Total,13.4,
2007,Sweden,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Males,Percentage,From 20 to 29 years,Reporting country,8.6,
2007,Sweden,Males,Percentage,From 20 to 29 years,Total,9.6,
2007,Sweden,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Males,Percentage,From 25 to 29 years,Reporting country,5.9,
2007,Sweden,Males,Percentage,From 25 to 29 years,Total,6.4,
2007,Sweden,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Sweden,Females,Percentage,From 15 to 19 years,Reporting country,28.1,
2007,Sweden,Females,Percentage,From 15 to 19 years,Total,29.2,
2007,Sweden,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Sweden,Females,Percentage,From 15 to 24 years,Reporting country,18.7,
2007,Sweden,Females,Percentage,From 15 to 24 years,Total,19.8,
2007,Sweden,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Females,Percentage,From 15 to 29 years,Reporting country,13.5,
2007,Sweden,Females,Percentage,From 15 to 29 years,Total,14.7,
2007,Sweden,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Sweden,Females,Percentage,From 20 to 24 years,Reporting country,12.7,
2007,Sweden,Females,Percentage,From 20 to 24 years,Total,14,
2007,Sweden,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Females,Percentage,From 20 to 29 years,Reporting country,9.2,
2007,Sweden,Females,Percentage,From 20 to 29 years,Total,10.6,
2007,Sweden,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Sweden,Females,Percentage,From 25 to 29 years,Reporting country,6.1,
2007,Sweden,Females,Percentage,From 25 to 29 years,Total,7.8,
2007,United Kingdom,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,27.9,bu
2007,United Kingdom,Total,Percentage,From 15 to 19 years,Reporting country,20.7,b
2007,United Kingdom,Total,Percentage,From 15 to 19 years,Total,21.2,b
2007,United Kingdom,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,15.2,bu
2007,United Kingdom,Total,Percentage,From 15 to 24 years,Reporting country,14,b
2007,United Kingdom,Total,Percentage,From 15 to 24 years,Total,14.3,b
2007,United Kingdom,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,8.3,b
2007,United Kingdom,Total,Percentage,From 15 to 29 years,Reporting country,10.4,b
2007,United Kingdom,Total,Percentage,From 15 to 29 years,Total,10.4,b
2007,United Kingdom,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,10.7,bu
2007,United Kingdom,Total,Percentage,From 20 to 24 years,Reporting country,10,b
2007,United Kingdom,Total,Percentage,From 20 to 24 years,Total,10.4,b
2007,United Kingdom,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,6.2,bu
2007,United Kingdom,Total,Percentage,From 20 to 29 years,Reporting country,7.3,b
2007,United Kingdom,Total,Percentage,From 20 to 29 years,Total,7.5,b
2007,United Kingdom,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,4.1,bu
2007,United Kingdom,Total,Percentage,From 25 to 29 years,Reporting country,4.7,b
2007,United Kingdom,Total,Percentage,From 25 to 29 years,Total,4.9,b
2007,United Kingdom,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,bu
2007,United Kingdom,Males,Percentage,From 15 to 19 years,Reporting country,23.1,b
2007,United Kingdom,Males,Percentage,From 15 to 19 years,Total,23.6,b
2007,United Kingdom,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,16.5,bu
2007,United Kingdom,Males,Percentage,From 15 to 24 years,Reporting country,15.9,b
2007,United Kingdom,Males,Percentage,From 15 to 24 years,Total,15.9,b
2007,United Kingdom,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,8.9,bu
2007,United Kingdom,Males,Percentage,From 15 to 29 years,Reporting country,11.7,b
2007,United Kingdom,Males,Percentage,From 15 to 29 years,Total,11.3,b
2007,United Kingdom,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,bu
2007,United Kingdom,Males,Percentage,From 20 to 24 years,Reporting country,11.7,b
2007,United Kingdom,Males,Percentage,From 20 to 24 years,Total,11.7,b
2007,United Kingdom,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,5.7,bu
2007,United Kingdom,Males,Percentage,From 20 to 29 years,Reporting country,8.4,b
2007,United Kingdom,Males,Percentage,From 20 to 29 years,Total,8.2,b
2007,United Kingdom,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,bu
2007,United Kingdom,Males,Percentage,From 25 to 29 years,Reporting country,5.2,b
2007,United Kingdom,Males,Percentage,From 25 to 29 years,Total,5.2,b
2007,United Kingdom,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,bu
2007,United Kingdom,Females,Percentage,From 15 to 19 years,Reporting country,18.2,b
2007,United Kingdom,Females,Percentage,From 15 to 19 years,Total,18.7,b
2007,United Kingdom,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,14.1,bu
2007,United Kingdom,Females,Percentage,From 15 to 24 years,Reporting country,12,b
2007,United Kingdom,Females,Percentage,From 15 to 24 years,Total,12.5,b
2007,United Kingdom,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,7.7,bu
2007,United Kingdom,Females,Percentage,From 15 to 29 years,Reporting country,9,b
2007,United Kingdom,Females,Percentage,From 15 to 29 years,Total,9.3,b
2007,United Kingdom,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,bu
2007,United Kingdom,Females,Percentage,From 20 to 24 years,Reporting country,8,b
2007,United Kingdom,Females,Percentage,From 20 to 24 years,Total,8.9,b
2007,United Kingdom,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,6.6,bu
2007,United Kingdom,Females,Percentage,From 20 to 29 years,Reporting country,6.1,b
2007,United Kingdom,Females,Percentage,From 20 to 29 years,Total,6.7,b
2007,United Kingdom,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,bu
2007,United Kingdom,Females,Percentage,From 25 to 29 years,Reporting country,4.1,b
2007,United Kingdom,Females,Percentage,From 25 to 29 years,Total,4.7,b
2007,Iceland,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Iceland,Total,Percentage,From 15 to 19 years,Reporting country,10.3,
2007,Iceland,Total,Percentage,From 15 to 19 years,Total,10.1,
2007,Iceland,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Iceland,Total,Percentage,From 15 to 24 years,Reporting country,7.1,
2007,Iceland,Total,Percentage,From 15 to 24 years,Total,7,
2007,Iceland,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Total,Percentage,From 15 to 29 years,Reporting country,5,
2007,Iceland,Total,Percentage,From 15 to 29 years,Total,4.9,
2007,Iceland,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Iceland,Total,Percentage,From 20 to 24 years,Reporting country,4.4,
2007,Iceland,Total,Percentage,From 20 to 24 years,Total,4.4,
2007,Iceland,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Total,Percentage,From 20 to 29 years,Reporting country,2.9,
2007,Iceland,Total,Percentage,From 20 to 29 years,Total,2.9,
2007,Iceland,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Total,Percentage,From 25 to 29 years,Reporting country,:,u
2007,Iceland,Total,Percentage,From 25 to 29 years,Total,:,u
2007,Iceland,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Iceland,Males,Percentage,From 15 to 19 years,Reporting country,11.9,
2007,Iceland,Males,Percentage,From 15 to 19 years,Total,12,
2007,Iceland,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Iceland,Males,Percentage,From 15 to 24 years,Reporting country,7.7,
2007,Iceland,Males,Percentage,From 15 to 24 years,Total,7.7,
2007,Iceland,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Males,Percentage,From 15 to 29 years,Reporting country,5.5,
2007,Iceland,Males,Percentage,From 15 to 29 years,Total,5.4,
2007,Iceland,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Iceland,Males,Percentage,From 20 to 24 years,Reporting country,:,u
2007,Iceland,Males,Percentage,From 20 to 24 years,Total,:,u
2007,Iceland,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Males,Percentage,From 20 to 29 years,Reporting country,3.2,
2007,Iceland,Males,Percentage,From 20 to 29 years,Total,3,
2007,Iceland,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2007,Iceland,Males,Percentage,From 25 to 29 years,Reporting country,:,u
2007,Iceland,Males,Percentage,From 25 to 29 years,Total,:,u
2007,Iceland,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2007,Iceland,Females,Percentage,From 15 to 19 years,Reporting country,8.7,
2007,Iceland,Females,Percentage,From 15 to 19 years,Total,8.2,
2007,Iceland,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Iceland,Females,Percentage,From 15 to 24 years,Reporting country,6.4,
2007,Iceland,Females,Percentage,From 15 to 24 years,Total,6.2,
2007,Iceland,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Females,Percentage,From 15 to 29 years,Reporting country,4.4,
2007,Iceland,Females,Percentage,From 15 to 29 years,Total,4.5,
2007,Iceland,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Iceland,Females,Percentage,From 20 to 24 years,Reporting country,:,u
2007,Iceland,Females,Percentage,From 20 to 24 years,Total,:,u
2007,Iceland,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Females,Percentage,From 20 to 29 years,Reporting country,:,u
2007,Iceland,Females,Percentage,From 20 to 29 years,Total,:,u
2007,Iceland,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Iceland,Females,Percentage,From 25 to 29 years,Reporting country,:,u
2007,Iceland,Females,Percentage,From 25 to 29 years,Total,:,u
2007,Norway,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Norway,Total,Percentage,From 15 to 19 years,Reporting country,10.4,
2007,Norway,Total,Percentage,From 15 to 19 years,Total,10.6,
2007,Norway,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Norway,Total,Percentage,From 15 to 24 years,Reporting country,7.2,
2007,Norway,Total,Percentage,From 15 to 24 years,Total,7.4,
2007,Norway,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Total,Percentage,From 15 to 29 years,Reporting country,5.3,
2007,Norway,Total,Percentage,From 15 to 29 years,Total,5.6,
2007,Norway,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Norway,Total,Percentage,From 20 to 24 years,Reporting country,5,
2007,Norway,Total,Percentage,From 20 to 24 years,Total,5.3,
2007,Norway,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Total,Percentage,From 20 to 29 years,Reporting country,3.7,
2007,Norway,Total,Percentage,From 20 to 29 years,Total,4,
2007,Norway,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Total,Percentage,From 25 to 29 years,Reporting country,2.6,
2007,Norway,Total,Percentage,From 25 to 29 years,Total,3,
2007,Norway,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Norway,Males,Percentage,From 15 to 19 years,Reporting country,11.1,
2007,Norway,Males,Percentage,From 15 to 19 years,Total,11.7,
2007,Norway,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Norway,Males,Percentage,From 15 to 24 years,Reporting country,7.9,
2007,Norway,Males,Percentage,From 15 to 24 years,Total,8.3,
2007,Norway,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Males,Percentage,From 15 to 29 years,Reporting country,5.5,
2007,Norway,Males,Percentage,From 15 to 29 years,Total,5.8,
2007,Norway,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2007,Norway,Males,Percentage,From 20 to 24 years,Reporting country,5.9,
2007,Norway,Males,Percentage,From 20 to 24 years,Total,6.2,
2007,Norway,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,
2007,Norway,Males,Percentage,From 20 to 29 years,Reporting country,4,
2007,Norway,Males,Percentage,From 20 to 29 years,Total,4.2,
2007,Norway,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2007,Norway,Males,Percentage,From 25 to 29 years,Reporting country,2.4,
2007,Norway,Males,Percentage,From 25 to 29 years,Total,2.6,
2007,Norway,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Norway,Females,Percentage,From 15 to 19 years,Reporting country,9.7,
2007,Norway,Females,Percentage,From 15 to 19 years,Total,9.7,
2007,Norway,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Norway,Females,Percentage,From 15 to 24 years,Reporting country,6.4,
2007,Norway,Females,Percentage,From 15 to 24 years,Total,6.6,
2007,Norway,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Females,Percentage,From 15 to 29 years,Reporting country,5,
2007,Norway,Females,Percentage,From 15 to 29 years,Total,5.3,
2007,Norway,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Norway,Females,Percentage,From 20 to 24 years,Reporting country,4.1,
2007,Norway,Females,Percentage,From 20 to 24 years,Total,4.4,
2007,Norway,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Females,Percentage,From 20 to 29 years,Reporting country,3.4,
2007,Norway,Females,Percentage,From 20 to 29 years,Total,3.9,
2007,Norway,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Norway,Females,Percentage,From 25 to 29 years,Reporting country,2.8,
2007,Norway,Females,Percentage,From 25 to 29 years,Total,3.4,
2007,Switzerland,Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Switzerland,Total,Percentage,From 15 to 19 years,Reporting country,5.6,
2007,Switzerland,Total,Percentage,From 15 to 19 years,Total,7,
2007,Switzerland,Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,9.7,u
2007,Switzerland,Total,Percentage,From 15 to 24 years,Reporting country,5.7,
2007,Switzerland,Total,Percentage,From 15 to 24 years,Total,7.1,
2007,Switzerland,Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,6,u
2007,Switzerland,Total,Percentage,From 15 to 29 years,Reporting country,4.6,
2007,Switzerland,Total,Percentage,From 15 to 29 years,Total,6.1,
2007,Switzerland,Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,9.4,u
2007,Switzerland,Total,Percentage,From 20 to 24 years,Reporting country,5.9,
2007,Switzerland,Total,Percentage,From 20 to 24 years,Total,7.2,
2007,Switzerland,Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,5.5,u
2007,Switzerland,Total,Percentage,From 20 to 29 years,Reporting country,4.3,
2007,Switzerland,Total,Percentage,From 20 to 29 years,Total,5.9,
2007,Switzerland,Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Switzerland,Total,Percentage,From 25 to 29 years,Reporting country,2.8,
2007,Switzerland,Total,Percentage,From 25 to 29 years,Total,4.7,
2007,Switzerland,Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Switzerland,Males,Percentage,From 15 to 19 years,Reporting country,5.5,u
2007,Switzerland,Males,Percentage,From 15 to 19 years,Total,7,
2007,Switzerland,Males,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Switzerland,Males,Percentage,From 15 to 24 years,Reporting country,5.7,
2007,Switzerland,Males,Percentage,From 15 to 24 years,Total,6.9,
2007,Switzerland,Males,Percentage,From 15 to 29 years,EU15-countries except reporting country,7.3,u
2007,Switzerland,Males,Percentage,From 15 to 29 years,Reporting country,4.6,
2007,Switzerland,Males,Percentage,From 15 to 29 years,Total,5.7,
2007,Switzerland,Males,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Switzerland,Males,Percentage,From 20 to 24 years,Reporting country,5.8,
2007,Switzerland,Males,Percentage,From 20 to 24 years,Total,6.8,
2007,Switzerland,Males,Percentage,From 20 to 29 years,EU15-countries except reporting country,6.8,u
2007,Switzerland,Males,Percentage,From 20 to 29 years,Reporting country,4.3,
2007,Switzerland,Males,Percentage,From 20 to 29 years,Total,5.4,
2007,Switzerland,Males,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Switzerland,Males,Percentage,From 25 to 29 years,Reporting country,2.9,u
2007,Switzerland,Males,Percentage,From 25 to 29 years,Total,4.1,
2007,Switzerland,Females,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,u
2007,Switzerland,Females,Percentage,From 15 to 19 years,Reporting country,5.6,u
2007,Switzerland,Females,Percentage,From 15 to 19 years,Total,7,
2007,Switzerland,Females,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,u
2007,Switzerland,Females,Percentage,From 15 to 24 years,Reporting country,5.8,
2007,Switzerland,Females,Percentage,From 15 to 24 years,Total,7.4,
2007,Switzerland,Females,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,u
2007,Switzerland,Females,Percentage,From 15 to 29 years,Reporting country,4.7,
2007,Switzerland,Females,Percentage,From 15 to 29 years,Total,6.6,
2007,Switzerland,Females,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,u
2007,Switzerland,Females,Percentage,From 20 to 24 years,Reporting country,6,
2007,Switzerland,Females,Percentage,From 20 to 24 years,Total,7.7,
2007,Switzerland,Females,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,u
2007,Switzerland,Females,Percentage,From 20 to 29 years,Reporting country,4.3,
2007,Switzerland,Females,Percentage,From 20 to 29 years,Total,6.5,
2007,Switzerland,Females,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,u
2007,Switzerland,Females,Percentage,From 25 to 29 years,Reporting country,2.8,u
2007,Switzerland,Females,Percentage,From 25 to 29 years,Total,5.5,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 19 years,Reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 19 years,Total,62.6,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 24 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 24 years,Reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 24 years,Total,57.7,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 29 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 29 years,Reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 15 to 29 years,Total,50,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 20 to 24 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 20 to 24 years,Reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 20 to 24 years,Total,56.1,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 20 to 29 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 20 to 29 years,Reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 20 to 29 years,Total,48.2,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 25 to 29 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 25 to 29 years,Reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Total,Percentage,From 25 to 29 years,Total,42.5,
2007,"Former Yugoslav Republic of Macedonia, the",Males,Percentage,From 15 to 19 years,EU15-countries except reporting country,:,
2007,"Former Yugoslav Republic of Macedonia, the",Males,Percentage,From 15 to 19 years,Reporting country,:,
