TIME,GEO,UNIT,NA_ITEM,Value,Flag and Footnotes
2008,Cyprus,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.7,
2008,Latvia,"Current prices, million euro",Gross domestic product at market prices,"24,317.90",
2008,Latvia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"21,564.90",
2008,Latvia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,121.3,
2008,Lithuania,"Current prices, million euro",Gross domestic product at market prices,"32,696.30",
2008,Lithuania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"32,371.00",
2008,Lithuania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,115.5,
2008,Luxembourg,"Current prices, million euro",Gross domestic product at market prices,"37,647.40",
2008,Luxembourg,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"39,527.70",
2008,Luxembourg,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2008,Hungary,"Current prices, million euro",Gross domestic product at market prices,"107,503.10",
2008,Hungary,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"104,316.20",
2008,Hungary,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,106.2,
2008,Malta,"Current prices, million euro",Gross domestic product at market prices,"6,128.70",
2008,Malta,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,534.60",
2008,Malta,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99,
2008,Netherlands,"Current prices, million euro",Gross domestic product at market prices,"639,163.00",
2008,Netherlands,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"647,158.80",
2008,Netherlands,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.5,
2008,Austria,"Current prices, million euro",Gross domestic product at market prices,"291,930.40",
2008,Austria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"300,467.60",
2008,Austria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102,
2008,Poland,"Current prices, million euro",Gross domestic product at market prices,"363,691.80",
2008,Poland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"339,776.00",
2008,Poland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,93.9,
2008,Portugal,"Current prices, million euro",Gross domestic product at market prices,"178,872.60",
2008,Portugal,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"181,997.20",
2008,Portugal,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.1,
2008,Romania,"Current prices, million euro",Gross domestic product at market prices,"142,396.30",
2008,Romania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"135,716.90",
2008,Romania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,107.1,
2008,Slovenia,"Current prices, million euro",Gross domestic product at market prices,"37,951.20",
2008,Slovenia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"38,837.50",
2008,Slovenia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,107.1,
2008,Slovakia,"Current prices, million euro",Gross domestic product at market prices,"65,839.80",
2008,Slovakia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"67,854.30",
2008,Slovakia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100.7,
2008,Finland,"Current prices, million euro",Gross domestic product at market prices,"193,711.00",
2008,Finland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"198,040.00",
2008,Finland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,105.8,
2008,Sweden,"Current prices, million euro",Gross domestic product at market prices,"352,317.10",
2008,Sweden,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"367,263.20",
2008,Sweden,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.5,
2008,United Kingdom,"Current prices, million euro",Gross domestic product at market prices,"1,908,370.20",
2008,United Kingdom,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,863,962.60",
2008,United Kingdom,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.8,
2008,Iceland,"Current prices, million euro",Gross domestic product at market prices,"10,719.50",
2008,Iceland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"10,876.20",
2008,Iceland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,108.8,
2008,Norway,"Current prices, million euro",Gross domestic product at market prices,"316,813.60",
2008,Norway,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"326,956.00",
2008,Norway,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101,
2008,Switzerland,"Current prices, million euro",Gross domestic product at market prices,"376,326.40",
2008,Switzerland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"435,822.70",
2008,Switzerland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.2,
2008,Montenegro,"Current prices, million euro",Gross domestic product at market prices,:,
2008,Montenegro,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2008,Montenegro,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,:,
2008,"Former Yugoslav Republic of Macedonia, the","Current prices, million euro",Gross domestic product at market prices,"6,772.10",
2008,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,902.00",
2008,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.1,
2008,Albania,"Current prices, million euro",Gross domestic product at market prices,:,
2008,Albania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2008,Albania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,93.3,
2008,Serbia,"Current prices, million euro",Gross domestic product at market prices,"33,704.50",
2008,Serbia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"30,545.10",
2008,Serbia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,102.6,
2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Gross domestic product at market prices,"3,882.80",
2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"4,113.00",
2008,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,93.4,
2009,European Union (28 countries),"Current prices, million euro",Gross domestic product at market prices,"12,255,573.70",
2009,European Union (28 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"12,535,075.90",
2009,European Union (28 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98,
2009,European Union (15 countries),"Current prices, million euro",Gross domestic product at market prices,"11,311,693.70",
2009,European Union (15 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"11,538,749.70",
2009,European Union (15 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98,
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro",Gross domestic product at market prices,"9,228,812.40",
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,291,420.80",
2009,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100",Gross domestic product at market prices,98,
2009,Euro area (19 countries),"Current prices, million euro",Gross domestic product at market prices,"9,288,624.30",
2009,Euro area (19 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,351,852.40",
2009,Euro area (19 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98,
2009,Euro area (18 countries),"Current prices, million euro",Gross domestic product at market prices,"9,261,689.50",
2009,Euro area (18 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,324,278.80",
2009,Euro area (18 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98,
2009,Euro area (12 countries),"Current prices, million euro",Gross domestic product at market prices,"9,104,206.70",
2009,Euro area (12 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,166,247.00",
2009,Euro area (12 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98,
2009,Belgium,"Current prices, million euro",Gross domestic product at market prices,"348,781.00",
2009,Belgium,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"355,520.30",
2009,Belgium,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.4,
2009,Bulgaria,"Current prices, million euro",Gross domestic product at market prices,"37,245.00",
2009,Bulgaria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"37,703.20",
2009,Bulgaria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.9,
2009,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"148,357.40",
2009,Czech Republic,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"152,861.40",
2009,Czech Republic,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.8,
2009,Denmark,"Current prices, million euro",Gross domestic product at market prices,"230,213.30",
2009,Denmark,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"237,654.70",
2009,Denmark,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.4,
2009,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,460,280.00",
2009,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,478,921.70",
2009,Germany (until 1990 former territory of the FRG),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.1,
2009,Estonia,"Current prices, million euro",Gross domestic product at market prices,"14,145.90",
2009,Estonia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"14,364.70",
2009,Estonia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.6,
2009,Ireland,"Current prices, million euro",Gross domestic product at market prices,"169,431.70",
2009,Ireland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"165,497.80",
2009,Ireland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.6,
2009,Greece,"Current prices, million euro",Gross domestic product at market prices,"237,534.20",
2009,Greece,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"239,133.70",
2009,Greece,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,105.8,
2009,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,079,034.00",
2009,Spain,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,080,764.00",
2009,Spain,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2009,France,"Current prices, million euro",Gross domestic product at market prices,"1,939,017.00",
2009,France,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,959,955.00",
2009,France,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.1,
2009,Croatia,"Current prices, million euro",Gross domestic product at market prices,"45,090.70",
2009,Croatia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"45,783.10",
2009,Croatia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101.7,
2009,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,572,878.30",
2009,Italy,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,577,902.80",
2009,Italy,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.3,
2009,Cyprus,"Current prices, million euro",Gross domestic product at market prices,"18,482.30",
2009,Cyprus,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"18,860.40",
2009,Cyprus,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.7,
2009,Latvia,"Current prices, million euro",Gross domestic product at market prices,"18,731.20",
2009,Latvia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"18,470.60",
2009,Latvia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.9,
2009,Lithuania,"Current prices, million euro",Gross domestic product at market prices,"26,934.80",
2009,Lithuania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"27,575.50",
2009,Lithuania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.4,
2009,Luxembourg,"Current prices, million euro",Gross domestic product at market prices,"36,268.20",
2009,Luxembourg,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"37,402.30",
2009,Luxembourg,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,94.6,
2009,Hungary,"Current prices, million euro",Gross domestic product at market prices,"93,670.70",
2009,Hungary,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"97,474.00",
2009,Hungary,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.3,
2009,Malta,"Current prices, million euro",Gross domestic product at market prices,"6,138.60",
2009,Malta,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,373.70",
2009,Malta,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.6,
2009,Netherlands,"Current prices, million euro",Gross domestic product at market prices,"617,540.00",
2009,Netherlands,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"622,776.50",
2009,Netherlands,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.6,
2009,Austria,"Current prices, million euro",Gross domestic product at market prices,"286,188.40",
2009,Austria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"289,052.60",
2009,Austria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.1,
2009,Poland,"Current prices, million euro",Gross domestic product at market prices,"314,689.40",
2009,Poland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"348,726.30",
2009,Poland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.4,
2009,Portugal,"Current prices, million euro",Gross domestic product at market prices,"175,448.20",
2009,Portugal,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"176,577.20",
2009,Portugal,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.1,
2009,Romania,"Current prices, million euro",Gross domestic product at market prices,"120,409.20",
2009,Romania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"128,060.10",
2009,Romania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,101,
2009,Slovenia,"Current prices, million euro",Gross domestic product at market prices,"36,166.20",
2009,Slovenia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"35,809.20",
2009,Slovenia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.8,
2009,Slovakia,"Current prices, million euro",Gross domestic product at market prices,"63,818.50",
2009,Slovakia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"64,128.20",
2009,Slovakia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,95.2,
2009,Finland,"Current prices, million euro",Gross domestic product at market prices,"181,029.00",
2009,Finland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"181,664.00",
2009,Finland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.1,
2009,Sweden,"Current prices, million euro",Gross domestic product at market prices,"309,678.70",
2009,Sweden,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"348,221.80",
2009,Sweden,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,94.3,
2009,United Kingdom,"Current prices, million euro",Gross domestic product at market prices,"1,667,594.90",
2009,United Kingdom,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,785,826.30",
2009,United Kingdom,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,98.5,
2009,Iceland,"Current prices, million euro",Gross domestic product at market prices,"9,204.90",
2009,Iceland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"10,367.10",
2009,Iceland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,103.7,
2009,Norway,"Current prices, million euro",Gross domestic product at market prices,"278,386.10",
2009,Norway,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"321,651.10",
2009,Norway,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.4,
2009,Switzerland,"Current prices, million euro",Gross domestic product at market prices,"388,781.90",
2009,Switzerland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"426,541.30",
2009,Switzerland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,97.1,
2009,Montenegro,"Current prices, million euro",Gross domestic product at market prices,:,
2009,Montenegro,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2009,Montenegro,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,:,
2009,"Former Yugoslav Republic of Macedonia, the","Current prices, million euro",Gross domestic product at market prices,"6,766.50",
2009,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,877.30",
2009,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.8,
2009,Albania,"Current prices, million euro",Gross domestic product at market prices,:,
2009,Albania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2009,Albania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.4,
2009,Serbia,"Current prices, million euro",Gross domestic product at market prices,"30,654.70",
2009,Serbia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"29,593.30",
2009,Serbia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,99.4,
2009,Kosovo (under United Nations Security Council Resolution 1244/99),"Current prices, million euro",Gross domestic product at market prices,"4,069.60",
2009,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"4,261.00",
2009,Kosovo (under United Nations Security Council Resolution 1244/99),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,96.8,
2010,European Union (28 countries),"Current prices, million euro",Gross domestic product at market prices,"12,794,719.30",
2010,European Union (28 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"12,794,719.30",
2010,European Union (28 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,European Union (15 countries),"Current prices, million euro",Gross domestic product at market prices,"11,779,057.20",
2010,European Union (15 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"11,779,057.20",
2010,European Union (15 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Current prices, million euro",Gross domestic product at market prices,"9,484,489.50",
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,484,489.50",
2010,"Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Euro area (19 countries),"Current prices, million euro",Gross domestic product at market prices,"9,545,008.00",
2010,Euro area (19 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,545,008.00",
2010,Euro area (19 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Euro area (18 countries),"Current prices, million euro",Gross domestic product at market prices,"9,516,980.30",
2010,Euro area (18 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,516,980.30",
2010,Euro area (18 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Euro area (12 countries),"Current prices, million euro",Gross domestic product at market prices,"9,355,132.70",
2010,Euro area (12 countries),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,355,132.70",
2010,Euro area (12 countries),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Belgium,"Current prices, million euro",Gross domestic product at market prices,"365,101.00",
2010,Belgium,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"365,101.00",
2010,Belgium,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Bulgaria,"Current prices, million euro",Gross domestic product at market prices,"37,723.80",
2010,Bulgaria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"37,723.80",
2010,Bulgaria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"156,369.70",
2010,Czech Republic,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"156,369.70",
2010,Czech Republic,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Denmark,"Current prices, million euro",Gross domestic product at market prices,"241,516.90",
2010,Denmark,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"241,516.90",
2010,Denmark,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,580,060.00",
2010,Germany (until 1990 former territory of the FRG),"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"2,580,060.00",
2010,Germany (until 1990 former territory of the FRG),"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Estonia,"Current prices, million euro",Gross domestic product at market prices,"14,718.50",
2010,Estonia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"14,718.50",
2010,Estonia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Ireland,"Current prices, million euro",Gross domestic product at market prices,"166,157.50",
2010,Ireland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"166,157.50",
2010,Ireland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Greece,"Current prices, million euro",Gross domestic product at market prices,"226,031.40",
2010,Greece,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"226,031.40",
2010,Greece,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,080,913.00",
2010,Spain,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,080,913.00",
2010,Spain,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,France,"Current prices, million euro",Gross domestic product at market prices,"1,998,481.00",
2010,France,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,998,481.00",
2010,France,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Croatia,"Current prices, million euro",Gross domestic product at market prices,"45,004.30",
2010,Croatia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"45,004.30",
2010,Croatia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Italy,"Current prices, million euro",Gross domestic product at market prices,"1,604,514.50",
2010,Italy,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,604,514.50",
2010,Italy,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Cyprus,"Current prices, million euro",Gross domestic product at market prices,"19,117.70",
2010,Cyprus,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"19,117.70",
2010,Cyprus,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Latvia,"Current prices, million euro",Gross domestic product at market prices,"17,772.40",
2010,Latvia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"17,772.40",
2010,Latvia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Lithuania,"Current prices, million euro",Gross domestic product at market prices,"28,027.70",
2010,Lithuania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"28,027.70",
2010,Lithuania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Luxembourg,"Current prices, million euro",Gross domestic product at market prices,"39,525.50",
2010,Luxembourg,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"39,525.50",
2010,Luxembourg,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Hungary,"Current prices, million euro",Gross domestic product at market prices,"98,198.40",
2010,Hungary,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"98,198.40",
2010,Hungary,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Malta,"Current prices, million euro",Gross domestic product at market prices,"6,599.50",
2010,Malta,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"6,599.50",
2010,Malta,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Netherlands,"Current prices, million euro",Gross domestic product at market prices,"631,512.00",
2010,Netherlands,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"631,512.00",
2010,Netherlands,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Austria,"Current prices, million euro",Gross domestic product at market prices,"294,627.50",
2010,Austria,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"294,627.50",
2010,Austria,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Poland,"Current prices, million euro",Gross domestic product at market prices,"361,744.30",
2010,Poland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"361,744.30",
2010,Poland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Portugal,"Current prices, million euro",Gross domestic product at market prices,"179,929.80",
2010,Portugal,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"179,929.80",
2010,Portugal,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Romania,"Current prices, million euro",Gross domestic product at market prices,"126,746.40",
2010,Romania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"126,746.40",
2010,Romania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Slovenia,"Current prices, million euro",Gross domestic product at market prices,"36,252.40",
2010,Slovenia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"36,252.40",
2010,Slovenia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Slovakia,"Current prices, million euro",Gross domestic product at market prices,"67,387.10",
2010,Slovakia,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"67,387.10",
2010,Slovakia,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Finland,"Current prices, million euro",Gross domestic product at market prices,"187,100.00",
2010,Finland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"187,100.00",
2010,Finland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Sweden,"Current prices, million euro",Gross domestic product at market prices,"369,076.60",
2010,Sweden,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"369,076.60",
2010,Sweden,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,United Kingdom,"Current prices, million euro",Gross domestic product at market prices,"1,813,331.20",
2010,United Kingdom,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"1,813,331.20",
2010,United Kingdom,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Iceland,"Current prices, million euro",Gross domestic product at market prices,"9,995.10",
2010,Iceland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"9,995.10",
2010,Iceland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Norway,"Current prices, million euro",Gross domestic product at market prices,"323,587.20",
2010,Norway,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"323,587.20",
2010,Norway,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Switzerland,"Current prices, million euro",Gross domestic product at market prices,"439,140.50",
2010,Switzerland,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,"439,140.50",
2010,Switzerland,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Montenegro,"Current prices, million euro",Gross domestic product at market prices,"3,125.10",
2010,Montenegro,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2010,Montenegro,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,:,
2010,"Former Yugoslav Republic of Macedonia, the","Current prices, million euro",Gross domestic product at market prices,"7,108.30",
2010,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",Gross domestic product at market prices,"7,108.30",
2010,"Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Albania,"Current prices, million euro",Gross domestic product at market prices,:,
2010,Albania,"Chain linked volumes (2010), million euro",Gross domestic product at market prices,:,
2010,Albania,"Chain linked volumes, index 2010=100",Gross domestic product at market prices,100,
2010,Serbia,"Current prices, million euro",Gross domestic product at market prices,"29,766.30",
